Origin,Destination,Start Address,End Address,Distance,Duration,Request Time,Duration with Traffic
"24.5914692,46.5433147","24.7674375,46.6430625","HGRV+JF2, Tuwaiq, Riyadh 13785, Saudi Arabia","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia",29.9 km,33 mins,17:51,37 mins
"24.8296182,46.616385","24.961072,46.6987871","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia","XM6W+9XV, King Khalid International Airport, Riyadh 13449, Saudi Arabia",27.1 km,28 mins,18:01,26 mins
"24.8296182,46.616385","24.7012889,46.8298925","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia","3313 طريق الأمير سعد بن عبدالرحمن الأول، 8613, السعادة، الرياض 14255, Saudi Arabia",41.5 km,44 mins,18:01,1 hour 6 mins
"24.8296182,46.616385","24.7930073,46.8364015","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia","Al Cheikh Issa Ibn Salman Al Khalifah, Al Maizilah, Riyadh 13235, Saudi Arabia",52.1 km,47 mins,18:01,50 mins
"24.8296182,46.616385","24.7102105,46.6283024","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia","PJ6H+38M, Ash Shaikh Hasan Ibn Abdullah Al Ash Shaikh, King Saud University, Riyadh 12371, Saudi Arabia",30.9 km,30 mins,18:01,28 mins
"24.8296182,46.616385","24.7406772,46.6947625","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia","3832, 6524 طريق الملك عبدالله الفرعي، حي الملك سلمان، الرياض 12462, Saudi Arabia",20.9 km,29 mins,18:01,41 mins
"24.8296182,46.616385","24.6459853,46.7146782","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia","3227 الملك سعود، 8561, Al Futah, Riyadh 12632, Saudi Arabia",42.5 km,49 mins,18:01,56 mins
"24.8296182,46.616385","24.7674375,46.6430625","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia",16.7 km,22 mins,18:01,23 mins
"24.8296182,46.616385","24.7221189,46.8611355","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia","RQNB5135، 5135 احمد علي الرفاعي، 7005، حي النسيم الشرقي، الرياض 14244, Saudi Arabia",42.4 km,47 mins,18:01,59 mins
"24.8296182,46.616385","24.5914692,46.5433147","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia","HGRV+JF2, Tuwaiq, Riyadh 13785, Saudi Arabia",47.1 km,41 mins,18:01,49 mins
"24.961072,46.6987871","24.7012889,46.8298925","XM6W+9XV, King Khalid International Airport, Riyadh 13449, Saudi Arabia","3313 طريق الأمير سعد بن عبدالرحمن الأول، 8613, السعادة، الرياض 14255, Saudi Arabia",48.9 km,48 mins,18:01,56 mins
"24.961072,46.6987871","24.7674375,46.6430625","XM6W+9XV, King Khalid International Airport, Riyadh 13449, Saudi Arabia","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia",31.2 km,24 mins,18:01,27 mins
"24.7674375,46.6430625","24.961072,46.6987871","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia","XM6W+9XV, King Khalid International Airport, Riyadh 13449, Saudi Arabia",34.5 km,32 mins,18:01,38 mins
"24.7674375,46.6430625","24.7930073,46.8364015","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia","Al Cheikh Issa Ibn Salman Al Khalifah, Al Maizilah, Riyadh 13235, Saudi Arabia",33.3 km,28 mins,18:01,53 mins
"24.7674375,46.6430625","24.7102105,46.6283024","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia","PJ6H+38M, Ash Shaikh Hasan Ibn Abdullah Al Ash Shaikh, King Saud University, Riyadh 12371, Saudi Arabia",14.3 km,20 mins,18:01,21 mins
"24.7674375,46.6430625","24.7221189,46.8611355","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia","RQNB5135، 5135 احمد علي الرفاعي، 7005، حي النسيم الشرقي، الرياض 14244, Saudi Arabia",35.3 km,32 mins,18:01,1 hour 1 min
"24.7674375,46.6430625","24.5914692,46.5433147","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia","HGRV+JF2, Tuwaiq, Riyadh 13785, Saudi Arabia",30.7 km,27 mins,18:01,46 mins
"24.7406772,46.6947625","24.7930073,46.8364015","3832, 6524 طريق الملك عبدالله الفرعي، حي الملك سلمان، الرياض 12462, Saudi Arabia","Al Cheikh Issa Ibn Salman Al Khalifah, Al Maizilah, Riyadh 13235, Saudi Arabia",19.9 km,18 mins,18:01,36 mins
"24.7406772,46.6947625","24.7102105,46.6283024","3832, 6524 طريق الملك عبدالله الفرعي، حي الملك سلمان، الرياض 12462, Saudi Arabia","PJ6H+38M, Ash Shaikh Hasan Ibn Abdullah Al Ash Shaikh, King Saud University, Riyadh 12371, Saudi Arabia",15.1 km,15 mins,18:01,22 mins
"24.7406772,46.6947625","24.8296182,46.616385","3832, 6524 طريق الملك عبدالله الفرعي، حي الملك سلمان، الرياض 12462, Saudi Arabia","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia",20.4 km,20 mins,18:01,33 mins
"24.7406772,46.6947625","24.5601699,46.7762684","3832, 6524 طريق الملك عبدالله الفرعي، حي الملك سلمان، الرياض 12462, Saudi Arabia","7926-7832 Mohammad Rashid Rida, Ad Dar Al Baida, Riyadh 14519, Saudi Arabia",33.5 km,42 mins,18:01,1 hour 1 min
"24.5914692,46.5433147","24.5601699,46.7762684","HGRV+JF2, Tuwaiq, Riyadh 13785, Saudi Arabia","7926-7832 Mohammad Rashid Rida, Ad Dar Al Baida, Riyadh 14519, Saudi Arabia",35.8 km,39 mins,18:01,42 mins
"24.5914692,46.5433147","24.8296182,46.616385","HGRV+JF2, Tuwaiq, Riyadh 13785, Saudi Arabia","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia",39.2 km,34 mins,18:01,44 mins
"24.5914692,46.5433147","24.7674375,46.6430625","HGRV+JF2, Tuwaiq, Riyadh 13785, Saudi Arabia","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia",29.9 km,32 mins,18:01,35 mins
"24.8296182,46.616385","24.961072,46.6987871","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia","XM6W+9XV, King Khalid International Airport, Riyadh 13449, Saudi Arabia",27.1 km,28 mins,18:11,26 mins
"24.8296182,46.616385","24.7012889,46.8298925","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia","3313 طريق الأمير سعد بن عبدالرحمن الأول، 8613, السعادة، الرياض 14255, Saudi Arabia",41.6 km,43 mins,18:11,1 hour 9 mins
"24.8296182,46.616385","24.7930073,46.8364015","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia","Al Cheikh Issa Ibn Salman Al Khalifah, Al Maizilah, Riyadh 13235, Saudi Arabia",52.1 km,47 mins,18:11,50 mins
"24.8296182,46.616385","24.7102105,46.6283024","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia","PJ6H+38M, Ash Shaikh Hasan Ibn Abdullah Al Ash Shaikh, King Saud University, Riyadh 12371, Saudi Arabia",27.0 km,26 mins,18:11,28 mins
"24.8296182,46.616385","24.7406772,46.6947625","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia","3832, 6524 طريق الملك عبدالله الفرعي، حي الملك سلمان، الرياض 12462, Saudi Arabia",26.3 km,32 mins,18:11,36 mins
"24.8296182,46.616385","24.6459853,46.7146782","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia","3227 الملك سعود، 8561, Al Futah, Riyadh 12632, Saudi Arabia",42.5 km,49 mins,18:11,57 mins
"24.8296182,46.616385","24.7674375,46.6430625","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia",16.7 km,22 mins,18:11,24 mins
"24.8296182,46.616385","24.7221189,46.8611355","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia","RQNB5135، 5135 احمد علي الرفاعي، 7005، حي النسيم الشرقي، الرياض 14244, Saudi Arabia",42.4 km,47 mins,18:11,58 mins
"24.8296182,46.616385","24.5914692,46.5433147","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia","HGRV+JF2, Tuwaiq, Riyadh 13785, Saudi Arabia",47.1 km,41 mins,18:11,49 mins
"24.961072,46.6987871","24.7012889,46.8298925","XM6W+9XV, King Khalid International Airport, Riyadh 13449, Saudi Arabia","3313 طريق الأمير سعد بن عبدالرحمن الأول، 8613, السعادة، الرياض 14255, Saudi Arabia",48.7 km,47 mins,18:11,56 mins
"24.961072,46.6987871","24.7674375,46.6430625","XM6W+9XV, King Khalid International Airport, Riyadh 13449, Saudi Arabia","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia",31.2 km,24 mins,18:11,29 mins
"24.7674375,46.6430625","24.961072,46.6987871","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia","XM6W+9XV, King Khalid International Airport, Riyadh 13449, Saudi Arabia",34.5 km,32 mins,18:11,38 mins
"24.7674375,46.6430625","24.7930073,46.8364015","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia","Al Cheikh Issa Ibn Salman Al Khalifah, Al Maizilah, Riyadh 13235, Saudi Arabia",33.3 km,28 mins,18:11,55 mins
"24.7674375,46.6430625","24.7102105,46.6283024","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia","PJ6H+38M, Ash Shaikh Hasan Ibn Abdullah Al Ash Shaikh, King Saud University, Riyadh 12371, Saudi Arabia",14.3 km,20 mins,18:11,19 mins
"24.7674375,46.6430625","24.7221189,46.8611355","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia","RQNB5135، 5135 احمد علي الرفاعي، 7005، حي النسيم الشرقي، الرياض 14244, Saudi Arabia",36.8 km,36 mins,18:11,1 hour 1 min
"24.7674375,46.6430625","24.5914692,46.5433147","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia","HGRV+JF2, Tuwaiq, Riyadh 13785, Saudi Arabia",30.7 km,27 mins,18:11,45 mins
"24.7406772,46.6947625","24.7930073,46.8364015","3832, 6524 طريق الملك عبدالله الفرعي، حي الملك سلمان، الرياض 12462, Saudi Arabia","Al Cheikh Issa Ibn Salman Al Khalifah, Al Maizilah, Riyadh 13235, Saudi Arabia",19.9 km,18 mins,18:11,33 mins
"24.7406772,46.6947625","24.7102105,46.6283024","3832, 6524 طريق الملك عبدالله الفرعي، حي الملك سلمان، الرياض 12462, Saudi Arabia","PJ6H+38M, Ash Shaikh Hasan Ibn Abdullah Al Ash Shaikh, King Saud University, Riyadh 12371, Saudi Arabia",15.1 km,15 mins,18:11,20 mins
"24.7406772,46.6947625","24.8296182,46.616385","3832, 6524 طريق الملك عبدالله الفرعي، حي الملك سلمان، الرياض 12462, Saudi Arabia","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia",20.4 km,20 mins,18:11,30 mins
"24.7406772,46.6947625","24.5601699,46.7762684","3832, 6524 طريق الملك عبدالله الفرعي، حي الملك سلمان، الرياض 12462, Saudi Arabia","7926-7832 Mohammad Rashid Rida, Ad Dar Al Baida, Riyadh 14519, Saudi Arabia",33.5 km,42 mins,18:11,1 hour 3 mins
"24.5914692,46.5433147","24.5601699,46.7762684","HGRV+JF2, Tuwaiq, Riyadh 13785, Saudi Arabia","7926-7832 Mohammad Rashid Rida, Ad Dar Al Baida, Riyadh 14519, Saudi Arabia",35.2 km,39 mins,18:11,45 mins
"24.5914692,46.5433147","24.8296182,46.616385","HGRV+JF2, Tuwaiq, Riyadh 13785, Saudi Arabia","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia",38.1 km,34 mins,18:11,38 mins
"24.5914692,46.5433147","24.7674375,46.6430625","HGRV+JF2, Tuwaiq, Riyadh 13785, Saudi Arabia","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia",29.3 km,30 mins,18:11,35 mins
"24.8296182,46.616385","24.961072,46.6987871","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia","XM6W+9XV, King Khalid International Airport, Riyadh 13449, Saudi Arabia",27.1 km,28 mins,18:21,26 mins
"24.8296182,46.616385","24.7012889,46.8298925","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia","3313 طريق الأمير سعد بن عبدالرحمن الأول، 8613, السعادة، الرياض 14255, Saudi Arabia",43.2 km,46 mins,18:21,1 hour 2 mins
"24.8296182,46.616385","24.7930073,46.8364015","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia","Al Cheikh Issa Ibn Salman Al Khalifah, Al Maizilah, Riyadh 13235, Saudi Arabia",41.4 km,40 mins,18:21,47 mins
"24.8296182,46.616385","24.7102105,46.6283024","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia","PJ6H+38M, Ash Shaikh Hasan Ibn Abdullah Al Ash Shaikh, King Saud University, Riyadh 12371, Saudi Arabia",27.0 km,26 mins,18:21,27 mins
"24.8296182,46.616385","24.7406772,46.6947625","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia","3832, 6524 طريق الملك عبدالله الفرعي، حي الملك سلمان، الرياض 12462, Saudi Arabia",25.6 km,30 mins,18:21,35 mins
"24.8296182,46.616385","24.6459853,46.7146782","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia","3227 الملك سعود، 8561, Al Futah, Riyadh 12632, Saudi Arabia",45.4 km,50 mins,18:21,54 mins
"24.8296182,46.616385","24.7674375,46.6430625","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia",16.7 km,22 mins,18:21,23 mins
"24.8296182,46.616385","24.7221189,46.8611355","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia","RQNB5135، 5135 احمد علي الرفاعي، 7005، حي النسيم الشرقي، الرياض 14244, Saudi Arabia",42.4 km,47 mins,18:21,58 mins
"24.8296182,46.616385","24.5914692,46.5433147","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia","HGRV+JF2, Tuwaiq, Riyadh 13785, Saudi Arabia",47.1 km,41 mins,18:21,47 mins
"24.961072,46.6987871","24.7012889,46.8298925","XM6W+9XV, King Khalid International Airport, Riyadh 13449, Saudi Arabia","3313 طريق الأمير سعد بن عبدالرحمن الأول، 8613, السعادة، الرياض 14255, Saudi Arabia",48.7 km,47 mins,18:21,53 mins
"24.961072,46.6987871","24.7674375,46.6430625","XM6W+9XV, King Khalid International Airport, Riyadh 13449, Saudi Arabia","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia",31.2 km,24 mins,18:21,26 mins
"24.7674375,46.6430625","24.961072,46.6987871","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia","XM6W+9XV, King Khalid International Airport, Riyadh 13449, Saudi Arabia",34.5 km,32 mins,18:21,35 mins
"24.7674375,46.6430625","24.7930073,46.8364015","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia","Al Cheikh Issa Ibn Salman Al Khalifah, Al Maizilah, Riyadh 13235, Saudi Arabia",33.3 km,28 mins,18:21,47 mins
"24.7674375,46.6430625","24.7102105,46.6283024","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia","PJ6H+38M, Ash Shaikh Hasan Ibn Abdullah Al Ash Shaikh, King Saud University, Riyadh 12371, Saudi Arabia",14.3 km,20 mins,18:21,19 mins
"24.7674375,46.6430625","24.7221189,46.8611355","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia","RQNB5135، 5135 احمد علي الرفاعي، 7005، حي النسيم الشرقي، الرياض 14244, Saudi Arabia",37.4 km,39 mins,18:21,54 mins
"24.7674375,46.6430625","24.5914692,46.5433147","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia","HGRV+JF2, Tuwaiq, Riyadh 13785, Saudi Arabia",30.5 km,25 mins,18:21,46 mins
"24.7406772,46.6947625","24.7930073,46.8364015","3832, 6524 طريق الملك عبدالله الفرعي، حي الملك سلمان، الرياض 12462, Saudi Arabia","Al Cheikh Issa Ibn Salman Al Khalifah, Al Maizilah, Riyadh 13235, Saudi Arabia",19.9 km,18 mins,18:21,33 mins
"24.7406772,46.6947625","24.7102105,46.6283024","3832, 6524 طريق الملك عبدالله الفرعي، حي الملك سلمان، الرياض 12462, Saudi Arabia","PJ6H+38M, Ash Shaikh Hasan Ibn Abdullah Al Ash Shaikh, King Saud University, Riyadh 12371, Saudi Arabia",15.1 km,15 mins,18:21,19 mins
"24.7406772,46.6947625","24.8296182,46.616385","3832, 6524 طريق الملك عبدالله الفرعي، حي الملك سلمان، الرياض 12462, Saudi Arabia","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia",20.4 km,20 mins,18:21,27 mins
"24.7406772,46.6947625","24.5601699,46.7762684","3832, 6524 طريق الملك عبدالله الفرعي، حي الملك سلمان، الرياض 12462, Saudi Arabia","7926-7832 Mohammad Rashid Rida, Ad Dar Al Baida, Riyadh 14519, Saudi Arabia",34.4 km,40 mins,18:21,56 mins
"24.5914692,46.5433147","24.5601699,46.7762684","HGRV+JF2, Tuwaiq, Riyadh 13785, Saudi Arabia","7926-7832 Mohammad Rashid Rida, Ad Dar Al Baida, Riyadh 14519, Saudi Arabia",35.2 km,39 mins,18:21,43 mins
"24.5914692,46.5433147","24.8296182,46.616385","HGRV+JF2, Tuwaiq, Riyadh 13785, Saudi Arabia","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia",38.1 km,34 mins,18:21,37 mins
"24.5914692,46.5433147","24.7674375,46.6430625","HGRV+JF2, Tuwaiq, Riyadh 13785, Saudi Arabia","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia",29.3 km,30 mins,18:21,34 mins
"24.8296182,46.616385","24.961072,46.6987871","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia","XM6W+9XV, King Khalid International Airport, Riyadh 13449, Saudi Arabia",27.1 km,28 mins,18:31,25 mins
"24.8296182,46.616385","24.7012889,46.8298925","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia","3313 طريق الأمير سعد بن عبدالرحمن الأول، 8613, السعادة، الرياض 14255, Saudi Arabia",42.4 km,46 mins,18:31,59 mins
"24.8296182,46.616385","24.7930073,46.8364015","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia","Al Cheikh Issa Ibn Salman Al Khalifah, Al Maizilah, Riyadh 13235, Saudi Arabia",41.4 km,40 mins,18:31,43 mins
"24.8296182,46.616385","24.7102105,46.6283024","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia","PJ6H+38M, Ash Shaikh Hasan Ibn Abdullah Al Ash Shaikh, King Saud University, Riyadh 12371, Saudi Arabia",27.0 km,26 mins,18:31,27 mins
"24.8296182,46.616385","24.7406772,46.6947625","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia","3832, 6524 طريق الملك عبدالله الفرعي، حي الملك سلمان، الرياض 12462, Saudi Arabia",22.7 km,28 mins,18:31,31 mins
"24.8296182,46.616385","24.6459853,46.7146782","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia","3227 الملك سعود، 8561, Al Futah, Riyadh 12632, Saudi Arabia",41.6 km,47 mins,18:31,52 mins
"24.8296182,46.616385","24.7674375,46.6430625","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia",16.7 km,22 mins,18:31,22 mins
"24.8296182,46.616385","24.7221189,46.8611355","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia","RQNB5135، 5135 احمد علي الرفاعي، 7005، حي النسيم الشرقي، الرياض 14244, Saudi Arabia",42.4 km,47 mins,18:31,55 mins
"24.8296182,46.616385","24.5914692,46.5433147","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia","HGRV+JF2, Tuwaiq, Riyadh 13785, Saudi Arabia",43.2 km,38 mins,18:31,44 mins
"24.961072,46.6987871","24.7012889,46.8298925","XM6W+9XV, King Khalid International Airport, Riyadh 13449, Saudi Arabia","3313 طريق الأمير سعد بن عبدالرحمن الأول، 8613, السعادة، الرياض 14255, Saudi Arabia",48.9 km,48 mins,18:31,50 mins
"24.961072,46.6987871","24.7674375,46.6430625","XM6W+9XV, King Khalid International Airport, Riyadh 13449, Saudi Arabia","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia",31.2 km,24 mins,18:31,24 mins
