Origin,Destination,Start Address,End Address,Distance,Duration,Request Time,Duration with Traffic
"24.8296182,46.616385","24.5601699,46.7762684","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia","7926-7832 Mohammad Rashid Rida, Ad Dar Al Baida, Riyadh 14519, Saudi Arabia",62.4 km,59 mins,16:50,1 hour 40 mins
"24.5601699,46.7762684","24.8296182,46.616385","7926-7832 Mohammad Rashid Rida, Ad Dar Al Baida, Riyadh 14519, Saudi Arabia","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia",61.4 km,57 mins,16:50,1 hour 10 mins
"24.7102105,46.6283024","24.7930073,46.8364015","PJ6H+38M, Ash Shaikh Hasan Ibn Abdullah Al Ash Shaikh, King Saud University, Riyadh 12371, Saudi Arabia","Al Cheikh Issa Ibn Salman Al Khalifah, Al Maizilah, Riyadh 13235, Saudi Arabia",28.7 km,34 mins,16:50,1 hour 9 mins
"24.7930073,46.8364015","24.7102105,46.6283024","Al Cheikh Issa Ibn Salman Al Khalifah, Al Maizilah, Riyadh 13235, Saudi Arabia","PJ6H+38M, Ash Shaikh Hasan Ibn Abdullah Al Ash Shaikh, King Saud University, Riyadh 12371, Saudi Arabia",27.8 km,26 mins,16:50,33 mins
"24.7674375,46.6430625","24.961072,46.6987871","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia","XM6W+9XV, King Khalid International Airport, Riyadh 13449, Saudi Arabia",32.4 km,34 mins,16:50,45 mins
"24.961072,46.6987871","24.7674375,46.6430625","XM6W+9XV, King Khalid International Airport, Riyadh 13449, Saudi Arabia","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia",31.2 km,24 mins,16:50,33 mins
"24.7674375,46.6430625","24.7012889,46.8298925","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia","3313 طريق الأمير سعد بن عبدالرحمن الأول، 8613, السعادة، الرياض 14255, Saudi Arabia",34.8 km,45 mins,16:50,1 hour 4 mins
"24.7012889,46.8298925","24.7674375,46.6430625","3313 طريق الأمير سعد بن عبدالرحمن الأول، 8613, السعادة، الرياض 14255, Saudi Arabia","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia",30.3 km,31 mins,16:50,43 mins
"24.5914692,46.5433147","24.7221189,46.8611355","HGRV+JF2, Tuwaiq, Riyadh 13785, Saudi Arabia","RQNB5135، 5135 احمد علي الرفاعي، 7005، حي النسيم الشرقي، الرياض 14244, Saudi Arabia",49.9 km,43 mins,16:50,53 mins
"24.7221189,46.8611355","24.5914692,46.5433147","RQNB5135، 5135 احمد علي الرفاعي، 7005، حي النسيم الشرقي، الرياض 14244, Saudi Arabia","HGRV+JF2, Tuwaiq, Riyadh 13785, Saudi Arabia",42.8 km,45 mins,16:50,1 hour 18 mins
"24.7406772,46.6947625","24.6459853,46.7146782","3832, 6524 طريق الملك عبدالله الفرعي، حي الملك سلمان، الرياض 12462, Saudi Arabia","3227 الملك سعود، 8561, Al Futah, Riyadh 12632, Saudi Arabia",15.2 km,25 mins,16:50,44 mins
"24.6459853,46.7146782","24.7406772,46.6947625","3227 الملك سعود، 8561, Al Futah, Riyadh 12632, Saudi Arabia","3832, 6524 طريق الملك عبدالله الفرعي، حي الملك سلمان، الرياض 12462, Saudi Arabia",13.5 km,22 mins,16:50,35 mins
"24.8296182,46.616385","24.5601699,46.7762684","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia","7926-7832 Mohammad Rashid Rida, Ad Dar Al Baida, Riyadh 14519, Saudi Arabia",62.4 km,59 mins,17:00,1 hour 34 mins
"24.5601699,46.7762684","24.8296182,46.616385","7926-7832 Mohammad Rashid Rida, Ad Dar Al Baida, Riyadh 14519, Saudi Arabia","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia",61.4 km,57 mins,17:00,1 hour 7 mins
"24.7102105,46.6283024","24.7930073,46.8364015","PJ6H+38M, Ash Shaikh Hasan Ibn Abdullah Al Ash Shaikh, King Saud University, Riyadh 12371, Saudi Arabia","Al Cheikh Issa Ibn Salman Al Khalifah, Al Maizilah, Riyadh 13235, Saudi Arabia",30.7 km,45 mins,17:00,1 hour 3 mins
"24.7930073,46.8364015","24.7102105,46.6283024","Al Cheikh Issa Ibn Salman Al Khalifah, Al Maizilah, Riyadh 13235, Saudi Arabia","PJ6H+38M, Ash Shaikh Hasan Ibn Abdullah Al Ash Shaikh, King Saud University, Riyadh 12371, Saudi Arabia",27.8 km,26 mins,17:00,36 mins
"24.7674375,46.6430625","24.961072,46.6987871","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia","XM6W+9XV, King Khalid International Airport, Riyadh 13449, Saudi Arabia",33.1 km,34 mins,17:00,43 mins
"24.961072,46.6987871","24.7674375,46.6430625","XM6W+9XV, King Khalid International Airport, Riyadh 13449, Saudi Arabia","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia",32.6 km,28 mins,17:00,35 mins
"24.7674375,46.6430625","24.7012889,46.8298925","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia","3313 طريق الأمير سعد بن عبدالرحمن الأول، 8613, السعادة، الرياض 14255, Saudi Arabia",33.7 km,32 mins,17:00,1 hour 7 mins
"24.7012889,46.8298925","24.7674375,46.6430625","3313 طريق الأمير سعد بن عبدالرحمن الأول، 8613, السعادة، الرياض 14255, Saudi Arabia","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia",30.3 km,31 mins,17:00,42 mins
"24.5914692,46.5433147","24.7221189,46.8611355","HGRV+JF2, Tuwaiq, Riyadh 13785, Saudi Arabia","RQNB5135، 5135 احمد علي الرفاعي، 7005، حي النسيم الشرقي، الرياض 14244, Saudi Arabia",49.9 km,43 mins,17:00,52 mins
"24.7221189,46.8611355","24.5914692,46.5433147","RQNB5135، 5135 احمد علي الرفاعي، 7005، حي النسيم الشرقي، الرياض 14244, Saudi Arabia","HGRV+JF2, Tuwaiq, Riyadh 13785, Saudi Arabia",42.8 km,45 mins,17:00,1 hour 16 mins
"24.7406772,46.6947625","24.6459853,46.7146782","3832, 6524 طريق الملك عبدالله الفرعي، حي الملك سلمان، الرياض 12462, Saudi Arabia","3227 الملك سعود، 8561, Al Futah, Riyadh 12632, Saudi Arabia",15.2 km,25 mins,17:00,46 mins
"24.6459853,46.7146782","24.7406772,46.6947625","3227 الملك سعود، 8561, Al Futah, Riyadh 12632, Saudi Arabia","3832, 6524 طريق الملك عبدالله الفرعي، حي الملك سلمان، الرياض 12462, Saudi Arabia",13.5 km,23 mins,17:00,37 mins
"24.8296182,46.616385","24.5601699,46.7762684","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia","7926-7832 Mohammad Rashid Rida, Ad Dar Al Baida, Riyadh 14519, Saudi Arabia",62.4 km,59 mins,17:10,1 hour 42 mins
"24.5601699,46.7762684","24.8296182,46.616385","7926-7832 Mohammad Rashid Rida, Ad Dar Al Baida, Riyadh 14519, Saudi Arabia","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia",42.7 km,53 mins,17:10,1 hour 13 mins
"24.7102105,46.6283024","24.7930073,46.8364015","PJ6H+38M, Ash Shaikh Hasan Ibn Abdullah Al Ash Shaikh, King Saud University, Riyadh 12371, Saudi Arabia","Al Cheikh Issa Ibn Salman Al Khalifah, Al Maizilah, Riyadh 13235, Saudi Arabia",27.5 km,26 mins,17:10,1 hour 7 mins
"24.7930073,46.8364015","24.7102105,46.6283024","Al Cheikh Issa Ibn Salman Al Khalifah, Al Maizilah, Riyadh 13235, Saudi Arabia","PJ6H+38M, Ash Shaikh Hasan Ibn Abdullah Al Ash Shaikh, King Saud University, Riyadh 12371, Saudi Arabia",27.8 km,26 mins,17:10,36 mins
"24.7674375,46.6430625","24.961072,46.6987871","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia","XM6W+9XV, King Khalid International Airport, Riyadh 13449, Saudi Arabia",34.5 km,32 mins,17:10,43 mins
"24.961072,46.6987871","24.7674375,46.6430625","XM6W+9XV, King Khalid International Airport, Riyadh 13449, Saudi Arabia","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia",32.6 km,30 mins,17:10,34 mins
"24.7674375,46.6430625","24.7012889,46.8298925","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia","3313 طريق الأمير سعد بن عبدالرحمن الأول، 8613, السعادة، الرياض 14255, Saudi Arabia",34.8 km,45 mins,17:10,1 hour 5 mins
"24.7012889,46.8298925","24.7674375,46.6430625","3313 طريق الأمير سعد بن عبدالرحمن الأول، 8613, السعادة، الرياض 14255, Saudi Arabia","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia",30.3 km,31 mins,17:10,42 mins
"24.5914692,46.5433147","24.7221189,46.8611355","HGRV+JF2, Tuwaiq, Riyadh 13785, Saudi Arabia","RQNB5135، 5135 احمد علي الرفاعي، 7005، حي النسيم الشرقي، الرياض 14244, Saudi Arabia",49.5 km,43 mins,17:10,54 mins
"24.7221189,46.8611355","24.5914692,46.5433147","RQNB5135، 5135 احمد علي الرفاعي، 7005، حي النسيم الشرقي، الرياض 14244, Saudi Arabia","HGRV+JF2, Tuwaiq, Riyadh 13785, Saudi Arabia",49.1 km,52 mins,17:10,1 hour 14 mins
"24.7406772,46.6947625","24.6459853,46.7146782","3832, 6524 طريق الملك عبدالله الفرعي، حي الملك سلمان، الرياض 12462, Saudi Arabia","3227 الملك سعود، 8561, Al Futah, Riyadh 12632, Saudi Arabia",15.2 km,25 mins,17:10,45 mins
"24.6459853,46.7146782","24.7406772,46.6947625","3227 الملك سعود، 8561, Al Futah, Riyadh 12632, Saudi Arabia","3832, 6524 طريق الملك عبدالله الفرعي، حي الملك سلمان، الرياض 12462, Saudi Arabia",13.5 km,22 mins,17:10,33 mins
"24.8296182,46.616385","24.5601699,46.7762684","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia","7926-7832 Mohammad Rashid Rida, Ad Dar Al Baida, Riyadh 14519, Saudi Arabia",62.4 km,59 mins,17:20,1 hour 34 mins
"24.5601699,46.7762684","24.8296182,46.616385","7926-7832 Mohammad Rashid Rida, Ad Dar Al Baida, Riyadh 14519, Saudi Arabia","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia",42.7 km,53 mins,17:20,1 hour 10 mins
"24.7102105,46.6283024","24.7930073,46.8364015","PJ6H+38M, Ash Shaikh Hasan Ibn Abdullah Al Ash Shaikh, King Saud University, Riyadh 12371, Saudi Arabia","Al Cheikh Issa Ibn Salman Al Khalifah, Al Maizilah, Riyadh 13235, Saudi Arabia",39.5 km,40 mins,17:20,1 hour 6 mins
"24.7930073,46.8364015","24.7102105,46.6283024","Al Cheikh Issa Ibn Salman Al Khalifah, Al Maizilah, Riyadh 13235, Saudi Arabia","PJ6H+38M, Ash Shaikh Hasan Ibn Abdullah Al Ash Shaikh, King Saud University, Riyadh 12371, Saudi Arabia",27.8 km,26 mins,17:20,35 mins
"24.7674375,46.6430625","24.961072,46.6987871","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia","XM6W+9XV, King Khalid International Airport, Riyadh 13449, Saudi Arabia",34.5 km,32 mins,17:20,42 mins
"24.961072,46.6987871","24.7674375,46.6430625","XM6W+9XV, King Khalid International Airport, Riyadh 13449, Saudi Arabia","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia",31.2 km,24 mins,17:20,34 mins
"24.7674375,46.6430625","24.7012889,46.8298925","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia","3313 طريق الأمير سعد بن عبدالرحمن الأول، 8613, السعادة، الرياض 14255, Saudi Arabia",35.2 km,36 mins,17:20,1 hour 9 mins
"24.7012889,46.8298925","24.7674375,46.6430625","3313 طريق الأمير سعد بن عبدالرحمن الأول، 8613, السعادة، الرياض 14255, Saudi Arabia","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia",30.3 km,31 mins,17:20,42 mins
"24.5914692,46.5433147","24.7221189,46.8611355","HGRV+JF2, Tuwaiq, Riyadh 13785, Saudi Arabia","RQNB5135، 5135 احمد علي الرفاعي، 7005، حي النسيم الشرقي، الرياض 14244, Saudi Arabia",49.5 km,43 mins,17:20,53 mins
"24.7221189,46.8611355","24.5914692,46.5433147","RQNB5135، 5135 احمد علي الرفاعي، 7005، حي النسيم الشرقي، الرياض 14244, Saudi Arabia","HGRV+JF2, Tuwaiq, Riyadh 13785, Saudi Arabia",42.8 km,45 mins,17:20,1 hour 13 mins
"24.7406772,46.6947625","24.6459853,46.7146782","3832, 6524 طريق الملك عبدالله الفرعي، حي الملك سلمان، الرياض 12462, Saudi Arabia","3227 الملك سعود، 8561, Al Futah, Riyadh 12632, Saudi Arabia",15.7 km,23 mins,17:20,49 mins
"24.6459853,46.7146782","24.7406772,46.6947625","3227 الملك سعود، 8561, Al Futah, Riyadh 12632, Saudi Arabia","3832, 6524 طريق الملك عبدالله الفرعي، حي الملك سلمان، الرياض 12462, Saudi Arabia",13.5 km,22 mins,17:20,32 mins
"24.8296182,46.616385","24.5601699,46.7762684","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia","7926-7832 Mohammad Rashid Rida, Ad Dar Al Baida, Riyadh 14519, Saudi Arabia",60.0 km,1 hour 1 min,17:30,1 hour 25 mins
"24.5601699,46.7762684","24.8296182,46.616385","7926-7832 Mohammad Rashid Rida, Ad Dar Al Baida, Riyadh 14519, Saudi Arabia","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia",41.5 km,49 mins,17:30,1 hour 13 mins
"24.7102105,46.6283024","24.7930073,46.8364015","PJ6H+38M, Ash Shaikh Hasan Ibn Abdullah Al Ash Shaikh, King Saud University, Riyadh 12371, Saudi Arabia","Al Cheikh Issa Ibn Salman Al Khalifah, Al Maizilah, Riyadh 13235, Saudi Arabia",39.5 km,40 mins,17:30,1 hour 6 mins
"24.7930073,46.8364015","24.7102105,46.6283024","Al Cheikh Issa Ibn Salman Al Khalifah, Al Maizilah, Riyadh 13235, Saudi Arabia","PJ6H+38M, Ash Shaikh Hasan Ibn Abdullah Al Ash Shaikh, King Saud University, Riyadh 12371, Saudi Arabia",27.8 km,26 mins,17:30,36 mins
"24.7674375,46.6430625","24.961072,46.6987871","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia","XM6W+9XV, King Khalid International Airport, Riyadh 13449, Saudi Arabia",34.5 km,32 mins,17:30,42 mins
"24.961072,46.6987871","24.7674375,46.6430625","XM6W+9XV, King Khalid International Airport, Riyadh 13449, Saudi Arabia","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia",31.2 km,24 mins,17:30,29 mins
"24.7674375,46.6430625","24.7012889,46.8298925","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia","3313 طريق الأمير سعد بن عبدالرحمن الأول، 8613, السعادة، الرياض 14255, Saudi Arabia",34.2 km,46 mins,17:30,1 hour 1 min
"24.7012889,46.8298925","24.7674375,46.6430625","3313 طريق الأمير سعد بن عبدالرحمن الأول، 8613, السعادة، الرياض 14255, Saudi Arabia","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia",30.3 km,31 mins,17:30,40 mins
"24.5914692,46.5433147","24.7221189,46.8611355","HGRV+JF2, Tuwaiq, Riyadh 13785, Saudi Arabia","RQNB5135، 5135 احمد علي الرفاعي، 7005، حي النسيم الشرقي، الرياض 14244, Saudi Arabia",49.5 km,43 mins,17:30,51 mins
"24.7221189,46.8611355","24.5914692,46.5433147","RQNB5135، 5135 احمد علي الرفاعي، 7005، حي النسيم الشرقي، الرياض 14244, Saudi Arabia","HGRV+JF2, Tuwaiq, Riyadh 13785, Saudi Arabia",42.8 km,45 mins,17:30,1 hour 11 mins
"24.7406772,46.6947625","24.6459853,46.7146782","3832, 6524 طريق الملك عبدالله الفرعي، حي الملك سلمان، الرياض 12462, Saudi Arabia","3227 الملك سعود، 8561, Al Futah, Riyadh 12632, Saudi Arabia",15.7 km,23 mins,17:30,44 mins
"24.6459853,46.7146782","24.7406772,46.6947625","3227 الملك سعود، 8561, Al Futah, Riyadh 12632, Saudi Arabia","3832, 6524 طريق الملك عبدالله الفرعي، حي الملك سلمان، الرياض 12462, Saudi Arabia",13.5 km,22 mins,17:30,31 mins
"24.8296182,46.616385","24.5601699,46.7762684","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia","7926-7832 Mohammad Rashid Rida, Ad Dar Al Baida, Riyadh 14519, Saudi Arabia",60.0 km,1 hour 1 min,17:40,1 hour 28 mins
"24.5601699,46.7762684","24.8296182,46.616385","7926-7832 Mohammad Rashid Rida, Ad Dar Al Baida, Riyadh 14519, Saudi Arabia","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia",41.5 km,49 mins,17:40,1 hour 10 mins
"24.7102105,46.6283024","24.7930073,46.8364015","PJ6H+38M, Ash Shaikh Hasan Ibn Abdullah Al Ash Shaikh, King Saud University, Riyadh 12371, Saudi Arabia","Al Cheikh Issa Ibn Salman Al Khalifah, Al Maizilah, Riyadh 13235, Saudi Arabia",39.8 km,41 mins,17:40,1 hour 3 mins
"24.7930073,46.8364015","24.7102105,46.6283024","Al Cheikh Issa Ibn Salman Al Khalifah, Al Maizilah, Riyadh 13235, Saudi Arabia","PJ6H+38M, Ash Shaikh Hasan Ibn Abdullah Al Ash Shaikh, King Saud University, Riyadh 12371, Saudi Arabia",27.8 km,26 mins,17:40,30 mins
"24.7674375,46.6430625","24.961072,46.6987871","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia","XM6W+9XV, King Khalid International Airport, Riyadh 13449, Saudi Arabia",34.5 km,32 mins,17:40,39 mins
